AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.company,Answer.revenue
3EQHHY4HQT5BL2ZJO4FBWF4S4R25GD,A24RVO8YUI4LKI,3ULIZ0H1VAICV3BNGIP60952RVP51N,Tue Oct 14 07:51:54 GMT 2014,Wed Oct 08 02:36:58 GMT 2014,2014/10/08 03:37:15 +0000,Alps Technology Inc.,20
3F6HPJW4JEDFJR6WLQHVKBN4E882WL,APU0XUISYU6GI,3JHB4BPSFKMJDUXG4NS2DQICL309QD,Sun Oct 12 18:06:43 GMT 2014,Thu Oct 09 19:35:43 GMT 2014,2014/10/09 20:37:14 +0000,Ameresco,2.5
3TK8OJTYM2YYW97XXENBUMCJI7TPVC,AMPICWU0NLCM5,3KI0JD2ZU1VMPTQ3AHGKTPAFQC1672,Wed Oct 08 19:11:15 GMT 2014,Wed Oct 08 20:40:58 GMT 2014,2014/10/08 21:42:14 +0000,Anwell Technologies,167
324G5B4FB4LTX22HYV5597V8OLC07Y,A1RGS2DC6IQM6J,3A9LA2FRWSRW1XGBODBMKFCT1JUXHN,Sun Oct 12 18:10:28 GMT 2014,Sat Oct 11 04:33:03 GMT 2014,2014/10/11 05:37:14 +0000,Areva,9200
39DD6S19JQOB82NHPXW3LGQBSAAEZR,AJQSAIRFR0T5J,3SU800BH865HXMLJ2YNT9M5QYO9UQO,Fri Oct 10 13:29:08 GMT 2014,Tue Oct 07 20:45:27 GMT 2014,2014/10/07 21:47:14 +0000,Ascent Solar,7
3RANCT1ZVGUWF0HN9JV53G5BNYNBUA,A2X52W4TVTF46T,39XCQ6V3KYH72PCKMO1NV5WJZ6556L,Wed Oct 08 01:45:21 GMT 2014,Fri Oct 10 01:53:21 GMT 2014,2014/10/10 02:57:14 +0000,Ascent Solar,7
358UUM7WR0GHXWMGS8OKT3WVXAFR7P,A1RGS2DC6IQM6J,356ZPKYPUHUDEJ49CM5TC2LTPGZPYR,Fri Oct 10 13:33:31 GMT 2014,Fri Oct 10 13:50:31 GMT 2014,2014/10/10 14:52:54 +0000,Ascent Solar,7
3NLZY2D53Q2G0GWIJN0U7I4RW59LQC,AULQ3PRS1JKAR,338GLSUI43O4RK36ZDHZIMJO6PGFS0,Thu Oct 09 12:53:45 GMT 2014,Wed Oct 08 17:47:58 GMT 2014,2014/10/08 18:52:15 +0000,Aurinco. Inc.,0.00012
3X73LLYYQ2RTBN00CATFBWGFAIUHN5,A3ETBNY8MTPSCY,3X55NP42EOTCYG7LN1C3M8PGGF3P3K,Tue Oct 07 20:58:21 GMT 2014,Sun Oct 12 19:48:04 GMT 2014,2014/10/12 20:52:14 +0000,Blue Square Energy,7
3KWTYT0871GR7UDKZVCR979009EL5R,A2IN5VXVCVASOK,3M93N4X8HK0KWMP2I38KXKBGZWXSJG,Wed Oct 08 08:02:21 GMT 2014,Wed Oct 08 14:14:34 GMT 2014,Wed Oct 08 08:05:34 PDT 2014,Canadian Solar Inc,1900
3G2UL9A02EROBDOW0KLMI85Z1J9676,A3P7M9666KJCP,3FVBZG9CLJRO47A0L1MFB1PIRCB0HX,Mon Oct 13 12:15:47 GMT 2014,Tue Oct 07 20:35:40 GMT 2014,2014/10/07 21:37:14 +0000,Canadian Solar Inc,1900
3M23Y66PO3KAUB8OONJXDZ1VOY9S64,AMPICWU0NLCM5,36FFXPMST9197O2JNMOQ12L0PFQHO3,Sun Oct 12 03:29:09 GMT 2014,Wed Oct 08 20:22:34 GMT 2014,2014/10/08 21:27:14 +0000,Canadian Solar Inc,1900
30OG32W0SVOHRD9YM9L9QTJ2I0LNEA,A31C70Y2YFBSPZ,3MNJFORX8BH3LI5VNH4RPB9WS58F5Y,Tue Oct 07 20:44:32 GMT 2014,Sat Oct 11 01:40:37 GMT 2014,2014/10/11 02:42:16 +0000,Canadian Solar Inc,1900
3KV0LJBBH3Y0IZT3WEQ9CLTLS2VMRM,ADPF3Y625PCR8,3I7KR83SNAQX2RZLRI85H463MX8K9W,Sun Oct 12 03:39:13 GMT 2014,Tue Oct 14 08:15:50 GMT 2014,2014/10/14 09:17:14 +0000,Canadian Solar Inc,1900
3GM6G9ZBKOADYE6V03V4C0U3GINMTK,A3VOLG6610JSOP,3FO95NVK5CD1UA8FQ8HTZBX79DRSR8,Sun Oct 12 03:20:13 GMT 2014,Thu Oct 09 13:22:49 GMT 2014,2014/10/09 14:27:14 +0000,Canadian Solar Inc,1900
33OOO72IVIY0PSU4NE1Q94PRM63CTG,A1RGS2DC6IQM6J,356TQKY9XFA9T79R3WDID366W7Q87P,Thu Oct 09 19:35:31 GMT 2014,Fri Oct 10 13:26:08 GMT 2014,2014/10/10 14:27:44 +0000,Canadian Solar Inc,1900
3S0TNUHWKUVRW08UKCL62EBMTVZ8DW,A32TXHFPWQ4ASM,3L1EFR8WWTIMM577Q7H81REYE1RF9P,Fri Oct 10 01:51:37 GMT 2014,Sun Oct 12 18:14:14 GMT 2014,2014/10/12 19:17:15 +0000,Canadian Solar Inc,1900
38SKSKU7R2A3JI8Z6FVLYGD5506LIX,A32TXHFPWQ4ASM,3DQYSJDTYLOKHNP9YC3GZCFG932XE7,Fri Oct 10 13:51:13 GMT 2014,Sun Oct 12 18:13:51 GMT 2014,2014/10/12 19:17:15 +0000,Canadian Solar Inc,1900
308XBLVESJH4Z8P65P00Y5IRG2CBR5,A32TXHFPWQ4ASM,38B7Q9C28GIQ3CEWPEE47L1LL2P69E,Wed Oct 08 02:24:43 GMT 2014,Sun Oct 12 18:14:33 GMT 2014,2014/10/12 19:17:15 +0000,Canadian Solar Inc,1900
3P4RDNWND6JXOSKZ3UJ8I10D1B1JIT,A32TXHFPWQ4ASM,3JMQI2OLFZIADNX50B5NVS6X7DSNDL,Sun Oct 12 18:03:11 GMT 2014,Sun Oct 12 18:14:25 GMT 2014,2014/10/12 19:17:15 +0000,Canadian Solar Inc,1900
3ZAZR5XV02VWB433T6Q8VSQ87ZXCZY,AIC9E477GUGA,30EMX9PEVKWF76VK0O8WYZBTELXKS7,Wed Oct 08 01:44:04 GMT 2014,Wed Oct 08 08:09:04 GMT 2014,2014/10/08 09:12:14 +0000,Canadian Solar Inc,1900
3MYYFCXHJ4KTPJVJAZW1RNYE41JG47,A32TXHFPWQ4ASM,33QQ60S6ASVT9TGKL0TEUGE8LKD0UY,Wed Oct 08 02:54:00 GMT 2014,Sun Oct 12 18:14:00 GMT 2014,2014/10/12 19:17:15 +0000,Canadian Solar Inc,1900
3R3YRB5GRGGRWQCV35V985L55JUAUC,A32TXHFPWQ4ASM,3PCPFX4U403SE4OT79SUNM4NO1VQFM,Sun Oct 12 16:57:13 GMT 2014,Sun Oct 12 18:13:24 GMT 2014,2014/10/12 19:17:14 +0000,Canadian Solar Inc,1900
31LVTDXBL8NGCHBIW2PUC8EWSW9LRL,A1R2ANI8OKY0N7,3BVS8WK9Q08PKPOUPZ1PVUMGITMIBT,Thu Oct 09 13:13:41 GMT 2014,Mon Oct 13 12:24:11 GMT 2014,2014/10/13 13:27:14 +0000,CENTRAL ELECTRONICS LTD,7.7
3VZLGYJEYMNKE2EYK2MV95BI8KDXZJ,A1RGS2DC6IQM6J,33IXYHIZB5VJG7MCANIN9MLKWU22E2,Wed Oct 08 02:35:05 GMT 2014,Fri Oct 10 13:27:33 GMT 2014,2014/10/10 14:32:59 +0000,Conergy AG,913.5
3HMVI3QICK5CJBJ0HNZ50PYFXBQY1X,A1RGS2DC6IQM6J,3W31J70BAS9Z0P6O32IWJU7BSIBCK5,Wed Oct 08 14:11:00 GMT 2014,Sat Oct 11 04:34:50 GMT 2014,2014/10/11 05:37:14 +0000,DayStar Technologies. Inc.,1
3Z7VU45IPZUCO1T5D91OEW7H35Z1ZW,A1RGS2DC6IQM6J,3SSN80MU8C1N3NHJUYEJX7SLT0YXKR,Tue Oct 14 04:17:17 GMT 2014,Fri Oct 10 13:51:12 GMT 2014,2014/10/10 14:52:54 +0000,DayStar Technologies. Inc.,1
37M28K1J0RQIIA11R6RV13CUO3WJAP,A7EDFCL330FUL,3XDSWAMB225LBS4JG72TFGJKRO3CQX,Thu Oct 09 15:11:28 GMT 2014,Sun Oct 12 18:12:21 GMT 2014,2014/10/12 19:17:14 +0000,DelSolar,241
3DYGAII7PML6R1BGBFT1OZDB1GTPQZ,A7EDFCL330FUL,3NZ1E5QA6ZED81TFIFIV6LIBD7G5B6,Mon Oct 13 12:21:01 GMT 2014,Thu Oct 09 07:33:06 GMT 2014,2014/10/09 08:37:14 +0000,DelSolar,241
3Z7VU45IPZUCO1T5D91OEW7H3261ZX,AIC9E477GUGA,3OID399FXGKYPVKO2NMANNXO5M6FD6,Tue Oct 14 04:15:27 GMT 2014,Wed Oct 08 08:06:54 GMT 2014,2014/10/08 09:07:15 +0000,DelSolar,241
33JKGHPFYD7F311B379S31OBR2LNM8,A1RGS2DC6IQM6J,38G0E1M85MI92UH0OXH3F94YFGPVUK,Tue Oct 07 20:57:59 GMT 2014,Fri Oct 10 13:28:15 GMT 2014,2014/10/10 14:32:59 +0000,DelSolar,241
3TR2532VIQ7HV8PY1TAJLYA8SIT6J5,A31C70Y2YFBSPZ,33NKDW9FFXV5KP5V2LXL9OFDORPXCE,Wed Oct 08 17:29:07 GMT 2014,Sat Oct 11 01:51:22 GMT 2014,2014/10/11 02:52:16 +0000,E Light Wind and Solar,25
38F5OAUN5OP4828DW3CQFZUPA2AH7D,A1XJNSIORSVEYG,3DGDV62G7OMNDYB2J1YY3YKOA142PN,Thu Oct 09 19:56:00 GMT 2014,Sun Oct 12 03:15:55 GMT 2014,2014/10/12 04:17:14 +0000,E Light Wind and Solar,25
3KRVW3HTZOYCJETGB3QE2VYHEZCSM4,A34L2B2B311M3V,3MWOYZD5WV11HKOUQKJ36MIWBRZNOI,Sun Oct 12 17:53:20 GMT 2014,Thu Oct 09 15:06:32 GMT 2014,2014/10/09 16:07:15 +0000,E-Ton Solar Tech Co Ltd,1.66487
33TIN5LC05NU8GMVL0EYFVGYVOBY95,A30IMFT43HT0RC,30Z7M1Q8UYXRC97PAZP2NU8WXFWA8I,Tue Oct 14 07:52:45 GMT 2014,Sun Oct 12 03:34:49 GMT 2014,2014/10/12 04:37:15 +0000,EMCORE,43.28
39L1G8WVWR4B38MCS26FAV22ODG13L,A2E8JMFYDBLEN4,3A3KKYU7P3U34BCW55VDA16I93OMWT,Sun Oct 12 18:08:51 GMT 2014,Tue Oct 14 04:18:00 GMT 2014,2014/10/14 05:22:14 +0000,EMCORE,43.28
3DY46V3X3QVD55AZ78WKSID3EOK553,A1R2ANI8OKY0N7,3RWO3EJELHMGODT60XYKYFAJIVPP1S,Sun Oct 12 16:50:04 GMT 2014,Mon Oct 13 12:15:47 GMT 2014,2014/10/13 13:17:14 +0000,EMMVEE SOLAR SYSTEMS PVT LTD,26.38
34S6N1K2ZWW3NNXF0XD0Y4CQ5O7HLI,A2LP305VI4WP0,37YYO3NWHD3HHRU0BP1YVBU3N92CCS,Mon Oct 13 22:59:13 GMT 2014,Tue Oct 14 07:52:35 GMT 2014,2014/10/14 08:57:14 +0000,EMMVEE SOLAR SYSTEMS PVT LTD,26.38
3Z7ISHFUH18UZ1DQCUA3T6UPH8U8Z6,A2SQ45EXE0767I,33W1NHWFYHYBB17LPPGWVJVSKDNZTW,Wed Oct 08 02:32:07 GMT 2014,Wed Oct 08 17:19:53 GMT 2014,2014/10/08 18:22:17 +0000,Enel Green Power,2760
3VBEN272MLCCR4XU00SJPQEKIGASGC,A30IMFT43HT0RC,3NC6WP7WJHXZ9N6A9710JZ89751WWT,Sun Oct 12 16:58:55 GMT 2014,Sun Oct 12 03:35:23 GMT 2014,2014/10/12 04:37:15 +0000,Energy Conversion Devices,66.01
3TR2532VIQ7HV8PY1TAJLYA8SLI6J0,A2E8JMFYDBLEN4,3IH9TRB0FBCO7R62N280PI97WHVI1A,Sun Oct 12 17:07:44 GMT 2014,Tue Oct 14 04:18:47 GMT 2014,2014/10/14 05:22:14 +0000,Energy Conversion Devices (ENER),66.01
3PJ71Z61R5FXIABS9B7P185OOZ1191,A4CIBZHR8AG24,37PGLWGSJTJQDSSOVCEIUX565NVKIF,Sun Oct 12 03:35:27 GMT 2014,Wed Oct 08 18:29:21 GMT 2014,2014/10/08 19:32:16 +0000,Energy Del Sol LLC,500
3L2IS5HSFBVYG96KC90EUB554LSNUY,A2T4NROMTZKAFY,3UEDKCTP9V3TO8BSCLAL38FXR7KK7K,Thu Oct 09 14:37:31 GMT 2014,Wed Oct 08 06:59:29 GMT 2014,2014/10/08 08:02:16 +0000,ENF SOLAR,1.1
3EA3QWIZ4J8R2VG4FOXCK7NMZDYIT3,A3EE8QFBVSBR6P,36AZSFEYZ4DU6V8UO608AJCAQVIVB3,Wed Oct 08 02:31:39 GMT 2014,Sun Oct 12 23:32:32 GMT 2014,2014/10/13 00:37:14 +0000,Everbright Solar Inc.,0.055
3II4UPYCOKKX248Q6626O5WMN0ADQZ,A30IMFT43HT0RC,3BCRDCM0OD7AK8XNTB5TXUF1WW0K6L,Fri Oct 10 13:41:05 GMT 2014,Sun Oct 12 03:38:23 GMT 2014,2014/10/12 04:42:15 +0000,Evergreen Solar. Inc,338.79
3AAPLD8UCDUR605K96FRKVM7ZWJTHD,A7EDFCL330FUL,3IYI9285WSD4P506LHIKIF7YDTBCJ6,Mon Oct 13 12:33:11 GMT 2014,Thu Oct 09 07:23:13 GMT 2014,2014/10/09 08:27:14 +0000,Evergreen Solar. Inc,338.79
3SKEMFQBZ4IZA6E4CT7T6R6CD3KK87,A30IMFT43HT0RC,391FPZIE4CZ4KTMGJ80Z08DP71DUHS,Sun Oct 12 18:08:26 GMT 2014,Sun Oct 12 03:30:50 GMT 2014,2014/10/12 04:32:15 +0000,Evergreen Solar. Inc,338.79
3WMINLGALCGVAWVVHEA9EZZZYKYCAH,A2E8JMFYDBLEN4,30EMX9PEVKWF76VK0O8WYZBTELXSKF,Sun Oct 12 16:26:50 GMT 2014,Tue Oct 14 04:12:59 GMT 2014,2014/10/14 05:17:14 +0000,Evergreen Solar. Inc,338.79
3JWH6J9I9TQJKAXECIJJPLDHF0PNBL,AIC9E477GUGA,3UV0D2KX1MWLPZ1V9CLHKJ3IS9DF4T,Sun Oct 12 18:01:46 GMT 2014,Wed Oct 08 08:02:57 GMT 2014,2014/10/08 09:07:15 +0000,Evergreen Solar. Inc,338.79
3Z7EFSHGNAR7693OSO2NY7AXZ0ACXE,A34L2B2B311M3V,373L46LKP7JM83CUDUZI6YK6I2KKJR,Wed Oct 08 07:59:23 GMT 2014,Thu Oct 09 15:02:53 GMT 2014,2014/10/09 16:07:14 +0000,Evergreen Solar. Inc,338.79
3634BBTX0P7HJQY3K4SN338L80YFIS,A34L2B2B311M3V,3FDWKV9VCNFQC7NRA5GCSDLLONCUM1,Sun Oct 12 16:48:29 GMT 2014,Thu Oct 09 15:02:05 GMT 2014,2014/10/09 16:02:15 +0000,Evergreen Solar. Inc,338.79
336YQZE83WRBDCV5Z7D69KOP0F55MG,A34L2B2B311M3V,386T3MLZLN8VBW97IXS9YOWJOTK80P,Tue Oct 14 16:43:50 GMT 2014,Thu Oct 09 15:02:35 GMT 2014,2014/10/09 16:07:14 +0000,Evergreen Solar. Inc,338.79
38F71OA9GU93F9OU5JQFVWF2P9IFM8,A34L2B2B311M3V,3NI0WFPPI9T87IQJPIVBEA0SIYU06V,Mon Oct 13 12:05:50 GMT 2014,Thu Oct 09 15:03:07 GMT 2014,2014/10/09 16:07:14 +0000,Evergreen Solar. Inc,338.79
3XIQGXAUMDL1US8S17UCILIJYR07X1,A1RGS2DC6IQM6J,3V0TR1NRVAFQT8KNYWZP6ISRVT0A4B,Fri Oct 10 13:47:26 GMT 2014,Fri Oct 10 13:29:07 GMT 2014,2014/10/10 14:32:59 +0000,Evergreen Solar. Inc,338.79
34Z02EIMITQGV0ZOBY86E3NQDJ9T0B,A1BR186HXJ9D8D,3W0KKJIARRMXOMGBMQ2RH8BS2RQK87,Sun Oct 12 10:55:04 GMT 2014,Sun Oct 12 16:47:06 GMT 2014,2014/10/12 17:47:15 +0000,First Solar,3370
3L4PIM1GQUT0CGIHFHEK6GGS180YR7,A2X52W4TVTF46T,3XEDXEGFX31F6XB8RMPCOT5AJTF0K1,Sun Oct 12 18:09:27 GMT 2014,Fri Oct 10 01:52:30 GMT 2014,2014/10/10 02:57:14 +0000,First Solar,3370
3D3VGR7TA1SZWDLTQWLUGMKFS6D3RC,A1183L50M27LU1,3O2Y2UIUCQ7631QYU48XR0SEPV3KFO,Sat Oct 11 01:45:12 GMT 2014,Thu Oct 09 15:12:32 GMT 2014,2014/10/09 16:17:14 +0000,First Solar,3370
3TE22NPXPCPDD32ZFYU0IY1BERV44J,A1IGGI0ZHMZEAN,3SA4EMRVJVFGHO8O4EUKKAR9D3JP0P,Tue Oct 07 20:35:06 GMT 2014,Wed Oct 08 17:33:29 GMT 2014,2014/10/08 18:37:17 +0000,First Solar,3370
3TXMY6UCAF1NXC2C6A7V4ZE4217QCN,A1BR186HXJ9D8D,3EPG8DX9LK3FCVUP1K0W15N0UBUP5A,Fri Oct 10 13:28:16 GMT 2014,Sun Oct 12 16:48:52 GMT 2014,2014/10/12 17:52:15 +0000,First Solar,3370
3YW4XOSQKRYV22ZV7M2GX4S21QFU11,A3R1OD2C6ZNLDA,341YLJU21ICVWCOY668EU1JCON92IB,Sun Oct 12 18:11:23 GMT 2014,Tue Oct 14 16:48:44 GMT 2014,2014/10/14 17:52:15 +0000,First Solar,3370
3X87C8JFV7O34TR83WXVJ4IMO17QSP,A2EVNM2XWOZFPL,3LEG2HW4UF0BMLM85Y2TR46K8VH2FK,Tue Oct 07 19:34:25 GMT 2014,Fri Oct 10 05:43:23 GMT 2014,2014/10/10 06:47:15 +0000,First Solar,3370
3K5TEWLKGWO6FNKTKJXRLPB7WXSIVV,A1XJNSIORSVEYG,3J5XXLQDHMOP304H9DL2S0EY235V3C,Tue Oct 07 19:59:03 GMT 2014,Sat Oct 11 22:01:22 GMT 2014,2014/10/11 23:02:15 +0000,First Solar,3370
37C0GNLMHGG4SMP6RXO8I0FVN07D6D,A1BR186HXJ9D8D,31HLTCK4BL8QXCG54SSMBU3768AVGK,Wed Oct 08 01:44:43 GMT 2014,Sun Oct 12 16:46:33 GMT 2014,2014/10/12 17:47:15 +0000,First Solar,3370
3I0BTBYZAYYCCMYIL4V5MKF5SLS0Y8,A1BR186HXJ9D8D,3NSCTNUR2Z08PRONC1IZBAY5VPVA5G,Wed Oct 08 01:56:08 GMT 2014,Sun Oct 12 16:47:36 GMT 2014,2014/10/12 17:52:14 +0000,First Solar,3370
3SB4CE2TJW8JDU6Q8A6WSCK9Z00AXR,A30IMFT43HT0RC,35XW21VSVGRQRCD2LOKXDZO83L2SLI,Fri Oct 10 05:40:59 GMT 2014,Sun Oct 12 03:32:31 GMT 2014,2014/10/12 04:37:15 +0000,First Solar,3370
3P59JYT76MXNRA22QLCKXRG5AHS2T3,AP56O2MVEVFQQ,3XU9MCX6VOP8PBRHWT2N8TK3BJS2RF,Wed Oct 08 02:04:38 GMT 2014,Sun Oct 12 15:14:17 GMT 2014,2014/10/12 16:17:14 +0000,First Solar,3370
3MMN5BL1W0H8ZX81LOPDUNQ5MNY3MG,A1BR186HXJ9D8D,3CVDZS288HD1TPQ1FGLD6DKIE0YFMO,Thu Oct 09 19:37:10 GMT 2014,Sun Oct 12 16:49:17 GMT 2014,2014/10/12 17:52:15 +0000,First Solar,3370
3SUWZRL0MZQ9KS36NSZSOIXGNC96E0,A1BR186HXJ9D8D,3NCN4N1H1GUHYQZLMFEH02IX4SGNBE,Tue Oct 07 21:00:19 GMT 2014,Sun Oct 12 16:48:01 GMT 2014,2014/10/12 17:52:14 +0000,First Solar,3370
30OG32W0SVOHRD9YM9L9QTJ2I2XNEQ,A1BR186HXJ9D8D,302OLP89DZKTOCX2RB57PG4FN6HACO,Sun Oct 12 14:01:55 GMT 2014,Sun Oct 12 16:48:26 GMT 2014,2014/10/12 17:52:15 +0000,First Solar,3370
3NPI0JQDAPIJJH38SJNWT4OYLMCTPZ,AMPICWU0NLCM5,3WA2XVDZEMU7Y85DXPUQZZ2WCZ56EO,Sun Oct 12 18:02:24 GMT 2014,Wed Oct 08 20:19:24 GMT 2014,2014/10/08 21:22:15 +0000,First Solar,3370
3GNCZX450J0E4L4ZMJWFYZY6X0OAPY,A31C70Y2YFBSPZ,3DZKABX2ZIIDG00026W3L3IS8GICVR,Sat Oct 11 22:00:15 GMT 2014,Sat Oct 11 01:41:38 GMT 2014,2014/10/11 02:42:16 +0000,First Solar,3370
3Q5ZZ9ZEVPSWSNT1563N42NUGEZ85M,A1BR186HXJ9D8D,3ZG552ORAMH0II8Y5D7X9Q96WP52V8,Thu Oct 09 20:56:59 GMT 2014,Sun Oct 12 16:49:40 GMT 2014,2014/10/12 17:52:15 +0000,First Solar,3370
3OXV7EAXLF36AUN9Y8IW5RTJWOK63C,A1TMNED1M4A95Z,3CKVGCS3PGIDUGOGWVYEFFWK0NS0SI,Wed Oct 08 17:12:33 GMT 2014,Mon Oct 13 22:40:01 GMT 2014,2014/10/13 23:42:14 +0000,First Solar,3370
3M1CVSFP61IZ4X5EMWB4Y4OG2XCQA9,A30IMFT43HT0RC,3RQVKZ7ZRKWY7S72NF4H3CT3A7Y27G,Mon Oct 13 04:23:38 GMT 2014,Sun Oct 12 03:39:40 GMT 2014,2014/10/12 04:42:15 +0000,First Solar,3370
3CFVK00FWMYNQYDY4EMW1DN0WAM6L1,A2E8JMFYDBLEN4,32FESTC2NH3D3LB0XGMYPHG9U99CU2,Fri Oct 10 13:38:30 GMT 2014,Tue Oct 14 04:10:04 GMT 2014,2014/10/14 05:12:14 +0000,First Solar,3370
3R0T90IZ1TPWKN8Y3E2JALA2WBYGCC,A10ENRRGP2ESS2,31N9JPQXIPVRP327M7ODMDLVZ5LHNO,Fri Oct 10 14:12:28 GMT 2014,Thu Oct 09 20:57:47 GMT 2014,2014/10/09 22:02:16 +0000,First Solar,3370
3E47SOBEYR9AGEETT22MVXNIBMCICO,A2SQ45EXE0767I,363A7XIFV4ZPNL32IS0CF8S48DXVA8,Thu Oct 09 19:33:04 GMT 2014,Wed Oct 08 17:12:58 GMT 2014,2014/10/08 18:17:20 +0000,First Solar,3370
3BF51CHDTWNQQR8TB4RH0KK22PH0HB,A32TXHFPWQ4ASM,30ZKOOGW2WJ919N4BEGN8KLOJ9QA1Y,Wed Oct 08 02:04:24 GMT 2014,Sun Oct 12 18:03:10 GMT 2014,2014/10/12 19:07:14 +0000,First Solar,3370
3ZSANO2JCGK6D41ZPGM175E8H2MSFR,A32TXHFPWQ4ASM,3VGET1QSZ0CKJ8591ZTORJ9SEET7W3,Tue Oct 14 05:07:43 GMT 2014,Sun Oct 12 18:02:52 GMT 2014,2014/10/12 19:07:14 +0000,First Solar,3370
